dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
ettm1,336,full_v2,123,0.365276,0.390086,0.604381,498441,12,133.9
ettm1,336,full_v2,13,0.377273,0.392960,0.614226,498441,9,101.9
ettm1,336,full_v2,31,0.367002,0.392138,0.605807,498441,13,142.8
ettm1,336,full_v2_fixed,2024,0.374677,0.397734,0.612109,498441,13,148.2
ettm1,336,full_v2_fixed,99,0.378201,0.392667,0.614980,498441,9,104.7
ettm1,336,capacity_match,42,0.367745,0.394125,0.606420,498390,13,112.6
ettm1,336,capacity_match,7,0.369398,0.393995,0.607781,498390,13,112.5
ettm1,336,capacity_match,2023,0.364920,0.389471,0.604086,498390,11,96.1
ettm1,336,gate_prior_only,123,0.367602,0.394162,0.606302,498441,13,121.9
ettm1,336,gate_prior_only,13,0.376530,0.392669,0.613621,498441,9,85.3
ettm1,336,gate_prior_only,31,0.366935,0.389654,0.605751,498441,11,103.6
ettm1,336,no_env,2024,0.364743,0.389701,0.603940,498433,13,124.9
ettm1,336,no_env,99,0.363601,0.387851,0.602993,498433,13,124.7
ili,24,patchtst,42,1.263804,0.782076,1.124190,48294,43,7.2
ili,24,patchtst,7,1.201142,0.744417,1.095966,48294,34,6.3
ili,24,patchtst,2023,1.262130,0.751162,1.123446,48294,27,5.5
ili,24,full_v2,123,1.469288,0.841076,1.212142,54801,24,7.0
ili,24,full_v2,13,1.401326,0.834719,1.183776,54801,22,6.7
ili,24,full_v2,31,1.316298,0.793655,1.147300,54801,28,7.6
ili,24,full_v2_fixed,2024,1.386170,0.829194,1.177357,54801,24,7.0
ili,24,full_v2_fixed,99,1.523850,0.824570,1.234443,54801,18,6.0
ili,24,capacity_match,42,1.481291,0.837193,1.217083,54750,34,7.3
ili,24,capacity_match,7,1.519763,0.829738,1.232787,54750,17,5.0
ili,24,capacity_match,2023,1.311045,0.793682,1.145009,54750,32,7.2
ili,24,gate_prior_only,123,1.407078,0.817296,1.186203,54801,33,7.6
ili,24,gate_prior_only,13,1.388821,0.786368,1.178482,54801,40,8.4
ili,24,gate_prior_only,31,1.170789,0.763124,1.082030,54801,27,6.8
ili,24,no_env,2024,1.295462,0.775406,1.138184,54793,35,7.8
ili,24,no_env,99,1.382840,0.805192,1.175942,54793,27,7.0
ili,48,patchtst,42,1.751148,0.903083,1.323310,57534,25,5.3
ili,48,patchtst,7,1.821782,0.899898,1.349734,57534,31,5.9
ili,48,patchtst,2023,1.989120,0.951207,1.410362,57534,19,4.9
ili,48,full_v2,123,1.946045,0.981042,1.395007,64041,25,6.9
ili,48,full_v2,13,1.837009,0.917088,1.355363,64041,21,6.3
ili,48,full_v2,31,1.866547,0.957654,1.366216,64041,29,7.6
ili,48,full_v2_fixed,2024,1.693771,0.861105,1.301450,64041,41,9.7
ili,48,full_v2_fixed,99,1.859291,0.945404,1.363558,64041,37,9.0
ili,48,capacity_match,42,2.272717,1.033433,1.507553,63990,16,4.8
ili,48,capacity_match,7,1.975900,0.979890,1.405667,63990,22,5.6
ili,48,capacity_match,2023,1.923197,0.984869,1.386794,63990,28,6.2
ili,48,gate_prior_only,123,1.987766,0.999058,1.409881,64041,37,7.7
ili,48,gate_prior_only,13,1.847280,0.936283,1.359147,64041,48,9.2
ili,48,gate_prior_only,31,2.133410,1.085639,1.460620,64041,27,6.5
ili,48,no_env,2024,1.900012,0.924746,1.378409,64033,47,9.2
ili,48,no_env,99,1.891858,0.934039,1.375448,64033,36,7.8
exchange,96,patchtst,42,0.078973,0.197573,0.281021,76016,12,13.7
exchange,96,patchtst,7,0.079063,0.197604,0.281182,76016,13,14.8
exchange,96,patchtst,2023,0.082420,0.200367,0.287089,76016,14,15.5
exchange,96,full_v2,123,0.077385,0.194899,0.278181,82539,13,22.8
exchange,96,full_v2,13,0.081623,0.201724,0.285697,82539,18,30.1
exchange,96,full_v2,31,0.077871,0.195283,0.279054,82539,13,22.3
exchange,96,full_v2_fixed,2024,0.079990,0.198733,0.282826,82539,16,27.4
exchange,96,full_v2_fixed,99,0.077066,0.195082,0.277608,82539,12,21.3
exchange,96,capacity_match,42,0.077610,0.195847,0.278586,82488,14,19.3
exchange,96,capacity_match,7,0.083725,0.203108,0.289353,82488,16,21.8
exchange,96,capacity_match,2023,0.079561,0.196829,0.282065,82488,12,17.2
exchange,96,gate_prior_only,123,0.077614,0.195300,0.278592,82539,13,19.1
exchange,96,gate_prior_only,13,0.076162,0.194235,0.275975,82539,13,19.2
exchange,96,gate_prior_only,31,0.078698,0.196283,0.280532,82539,12,17.9
exchange,96,no_env,2024,0.078935,0.197930,0.280953,82530,13,20.0
exchange,96,no_env,99,0.083920,0.205274,0.289689,82530,18,26.4
exchange,192,patchtst,42,0.178068,0.304120,0.421982,112976,14,15.7
exchange,192,patchtst,7,0.171591,0.299411,0.414235,112976,12,14.0
exchange,192,patchtst,2023,0.178033,0.303428,0.421939,112976,14,15.7
exchange,192,full_v2,123,0.172025,0.298881,0.414759,119499,14,23.9
exchange,192,full_v2,13,0.167878,0.295631,0.409730,119499,17,28.4
exchange,192,full_v2,31,0.176453,0.301652,0.420063,119499,17,27.8
exchange,192,full_v2_fixed,2024,0.168093,0.295069,0.409991,119499,13,22.8
exchange,192,full_v2_fixed,99,0.181340,0.304515,0.425840,119499,15,26.5
exchange,192,capacity_match,42,0.170785,0.296072,0.413262,119448,14,19.0
exchange,192,capacity_match,7,0.169206,0.295852,0.411347,119448,14,19.2
exchange,192,capacity_match,2023,0.175193,0.300159,0.418560,119448,15,19.9
exchange,192,gate_prior_only,123,0.169945,0.296473,0.412244,119499,13,19.1
exchange,192,gate_prior_only,13,0.177633,0.303037,0.421465,119499,17,23.8
exchange,192,gate_prior_only,31,0.170930,0.296174,0.413437,119499,14,20.0
exchange,192,no_env,2024,0.174919,0.301399,0.418233,119490,13,20.1
exchange,192,no_env,99,0.179312,0.304898,0.423452,119490,13,19.9
weather,96,patchtst,42,0.151293,0.195889,0.388964,225674,25,173.9
weather,96,patchtst,7,0.149799,0.193936,0.387039,225674,31,213.4
weather,96,patchtst,2023,0.151332,0.196973,0.389014,225674,34,231.8
weather,96,full_v2,123,0.146217,0.194436,0.382383,251275,24,272.4
weather,96,full_v2,13,0.149955,0.196098,0.387240,251275,27,304.5
weather,96,full_v2,31,0.149574,0.193946,0.386748,251275,29,328.6
weather,96,full_v2_fixed,2024,0.143726,0.190176,0.379112,251275,23,266.1
weather,96,full_v2_fixed,99,0.145563,0.194301,0.381527,251275,22,257.3
weather,96,capacity_match,42,0.146684,0.194950,0.382994,251224,22,193.6
weather,96,capacity_match,7,0.148400,0.195712,0.385227,251224,26,228.5
weather,96,capacity_match,2023,0.145606,0.192951,0.381584,251224,20,175.6
weather,96,gate_prior_only,123,0.149006,0.195571,0.386012,251275,28,263.5
weather,96,gate_prior_only,13,0.145408,0.192754,0.381324,251275,25,235.6
weather,96,gate_prior_only,31,0.147290,0.192578,0.383784,251275,22,208.5
weather,96,no_env,2024,0.154864,0.198392,0.393528,251253,26,252.1
weather,96,no_env,99,0.149927,0.196260,0.387204,251253,26,252.6
weather,192,patchtst,42,0.194771,0.238181,0.441328,299498,31,219.0
weather,192,patchtst,7,0.193658,0.236031,0.440066,299498,31,215.2
weather,192,patchtst,2023,0.194893,0.236550,0.441466,299498,32,223.0
weather,192,full_v2,123,0.193157,0.232650,0.439497,325099,20,231.3
weather,192,full_v2,13,0.198863,0.239468,0.445941,325099,23,263.5
weather,192,full_v2,31,0.192462,0.236638,0.438705,325099,23,262.1
weather,192,full_v2_fixed,2024,0.192252,0.235478,0.438465,325099,23,267.8
weather,192,full_v2_fixed,99,0.193616,0.236414,0.440018,325099,24,278.5
weather,192,capacity_match,42,0.193537,0.235591,0.439929,325048,23,205.3
weather,192,capacity_match,7,0.193412,0.236790,0.439786,325048,20,178.3
weather,192,capacity_match,2023,0.189797,0.232351,0.435657,325048,21,187.7
weather,192,gate_prior_only,123,0.191947,0.233840,0.438118,325099,17,165.0
weather,192,gate_prior_only,13,0.194322,0.236201,0.440819,325099,21,202.4
weather,192,gate_prior_only,31,0.191326,0.234876,0.437408,325099,18,173.8
weather,192,no_env,2024,0.196829,0.237555,0.443654,325077,22,217.7
weather,192,no_env,99,0.194986,0.237772,0.441572,325077,25,244.7
weather,336,patchtst,42,0.221109,0.259526,0.470222,1057274,13,128.3
weather,336,patchtst,7,0.218636,0.258567,0.467586,1057274,13,128.4
weather,336,patchtst,2023,0.221973,0.264372,0.471140,1057274,13,128.6
weather,336,full_v2,123,0.224575,0.265208,0.473893,1082875,12,181.8
weather,336,full_v2,13,0.224703,0.263076,0.474029,1082875,11,165.6
weather,336,full_v2,31,0.225912,0.263318,0.475302,1082875,11,164.7
weather,336,full_v2_fixed,2024,0.226284,0.263800,0.475693,1082875,12,188.7
weather,336,full_v2_fixed,99,0.223738,0.263163,0.473010,1082875,11,174.7
weather,336,capacity_match,42,0.227782,0.268144,0.477265,1082824,13,163.5
weather,336,capacity_match,7,0.226242,0.267537,0.475649,1082824,13,163.2
weather,336,capacity_match,2023,0.224653,0.266175,0.473976,1082824,13,162.8
weather,336,gate_prior_only,123,0.225795,0.264339,0.475179,1082875,12,159.5
weather,336,gate_prior_only,13,0.224377,0.264276,0.473684,1082875,12,159.8
weather,336,gate_prior_only,31,0.223713,0.263682,0.472983,1082875,12,159.5
weather,336,no_env,2024,0.223684,0.264236,0.472952,1082853,12,141.3
weather,336,no_env,99,0.224114,0.262061,0.473407,1082853,10,118.8
electricity,96,patchtst,42,0.171220,0.259626,0.413787,76642,15,219.5
electricity,96,patchtst,7,0.170751,0.260426,0.413221,76642,15,228.2
electricity,96,patchtst,2023,0.174640,0.264252,0.417899,76642,15,229.1
electricity,96,full_v2,123,0.161418,0.253630,0.401768,186455,15,522.2
electricity,96,full_v2,13,0.162080,0.254164,0.402592,186455,16,557.1
electricity,96,full_v2,31,0.162870,0.254803,0.403571,186455,16,543.7
electricity,96,full_v2_fixed,2024,0.159634,0.252996,0.399542,186455,16,563.6
electricity,96,full_v2_fixed,99,0.163533,0.257182,0.404392,186455,16,547.2
electricity,96,capacity_match,42,0.162575,0.254858,0.403206,186404,15,442.9
electricity,96,capacity_match,7,0.164178,0.257588,0.405189,186404,15,440.3
electricity,96,capacity_match,2023,0.161826,0.253994,0.402276,186404,15,441.5
electricity,96,gate_prior_only,123,0.161567,0.254172,0.401954,186455,15,478.7
electricity,96,gate_prior_only,13,0.162301,0.256077,0.402867,186455,14,446.5
electricity,96,gate_prior_only,31,0.163432,0.256027,0.404267,186455,14,447.9
electricity,96,no_env,2024,0.166411,0.260175,0.407935,186133,15,626.3
electricity,96,no_env,99,0.165886,0.259130,0.407291,186133,15,623.7
electricity,192,patchtst,42,0.175390,0.264871,0.418796,113602,15,254.5
electricity,192,patchtst,7,0.178309,0.267034,0.422267,113602,14,286.0
electricity,192,patchtst,2023,0.178488,0.267473,0.422478,113602,15,329.2
electricity,192,full_v2,123,0.174705,0.265184,0.417977,223415,16,655.6
electricity,192,full_v2,13,0.176783,0.267098,0.420455,223415,15,600.2
electricity,192,full_v2,31,0.176754,0.265706,0.420422,223415,16,619.3
electricity,192,full_v2_fixed,2024,0.170988,0.262257,0.413507,223415,14,587.5
electricity,192,full_v2_fixed,99,0.173420,0.264390,0.416437,223415,15,576.3
electricity,192,capacity_match,42,0.171917,0.262550,0.414629,223364,14,479.0
electricity,192,capacity_match,7,0.171600,0.263287,0.414246,223364,14,516.0
electricity,192,capacity_match,2023,0.173008,0.263505,0.415943,223364,14,489.2
electricity,192,gate_prior_only,123,0.173277,0.264450,0.416266,223415,14,571.5
electricity,192,gate_prior_only,13,0.174130,0.266032,0.417289,223415,14,513.1
electricity,192,gate_prior_only,31,0.172736,0.263857,0.415616,223415,16,593.2
electricity,192,no_env,2024,0.171597,0.263213,0.414243,223093,14,666.8
electricity,192,no_env,99,0.173601,0.264157,0.416655,223093,14,674.5
