dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
ili,48,full_v2_fixed,123,1.507754,0.828474,1.227907,64041,45,15.4
ili,48,full_v2_fixed,13,1.907994,0.955184,1.381302,64041,31,11.7
ili,48,full_v2_fixed,31,1.898178,0.982764,1.377744,64041,32,11.5
ili,48,capacity_match,2024,2.410360,1.091638,1.552533,63990,14,5.2
ili,48,capacity_match,99,1.792651,0.900453,1.338899,63990,44,11.0
ili,48,gate_prior_only,42,1.994877,1.025260,1.412401,64041,32,9.7
ili,48,gate_prior_only,7,1.834875,0.929548,1.354576,64041,47,13.1
ili,48,gate_prior_only,2023,1.800592,0.941775,1.341861,64041,25,8.4
ili,48,no_env,123,1.784092,0.913546,1.335699,64033,39,10.8
ili,48,no_env,13,1.858763,0.939060,1.363365,64033,25,7.9
ili,48,no_env,31,2.323008,1.043948,1.524142,64033,15,6.1
exchange,96,patchtst,2024,0.080076,0.197102,0.282977,76016,12,15.7
exchange,96,patchtst,99,0.079012,0.197665,0.281091,76016,12,15.7
exchange,96,full_v2,42,0.085147,0.205032,0.291800,82539,17,33.2
exchange,96,full_v2,7,0.078734,0.196598,0.280595,82539,14,27.7
exchange,96,full_v2,2023,0.078115,0.196163,0.279490,82539,13,25.9
exchange,96,full_v2_fixed,123,0.079907,0.197838,0.282678,82539,15,38.1
exchange,96,full_v2_fixed,13,0.081954,0.201359,0.286276,82539,16,42.6
exchange,96,full_v2_fixed,31,0.077554,0.196558,0.278486,82539,16,41.5
exchange,96,capacity_match,2024,0.077397,0.194838,0.278204,82488,13,20.5
exchange,96,capacity_match,99,0.077445,0.195271,0.278289,82488,13,20.6
exchange,96,gate_prior_only,42,0.077472,0.194931,0.278338,82539,13,23.7
exchange,96,gate_prior_only,7,0.079534,0.197159,0.282017,82539,16,28.5
exchange,96,gate_prior_only,2023,0.081356,0.200775,0.285230,82539,17,30.2
exchange,96,no_env,123,0.082163,0.202430,0.286641,82530,14,24.2
exchange,96,no_env,13,0.079157,0.198469,0.281348,82530,13,22.7
exchange,96,no_env,31,0.081464,0.200805,0.285419,82530,14,24.3
exchange,192,patchtst,2024,0.178372,0.303410,0.422341,112976,15,18.4
exchange,192,patchtst,99,0.176443,0.303150,0.420051,112976,13,16.5
exchange,192,full_v2,42,0.172975,0.298197,0.415903,119499,14,27.7
exchange,192,full_v2,7,0.174526,0.299124,0.417763,119499,14,28.0
exchange,192,full_v2,2023,0.170274,0.296580,0.412643,119499,14,26.9
exchange,192,full_v2_fixed,123,0.178143,0.302678,0.422069,119499,14,35.1
exchange,192,full_v2_fixed,13,0.173539,0.298265,0.416580,119499,15,38.3
exchange,192,full_v2_fixed,31,0.168649,0.294484,0.410669,119499,14,35.8
exchange,192,capacity_match,2024,0.170771,0.296028,0.413244,119448,15,22.7
exchange,192,capacity_match,99,0.172912,0.297607,0.415827,119448,15,22.9
exchange,192,gate_prior_only,42,0.171321,0.297998,0.413910,119499,13,23.4
exchange,192,gate_prior_only,7,0.171391,0.298302,0.413994,119499,12,21.8
exchange,192,gate_prior_only,2023,0.170966,0.296842,0.413480,119499,13,23.2
exchange,192,no_env,123,0.181390,0.307123,0.425899,119490,14,23.9
exchange,192,no_env,13,0.173994,0.301070,0.417126,119490,13,22.5
exchange,192,no_env,31,0.179461,0.304105,0.423629,119490,13,22.7
weather,96,patchtst,2024,0.149413,0.194847,0.386540,225674,35,303.0
weather,96,patchtst,99,0.148949,0.194284,0.385939,225674,32,279.9
weather,96,full_v2,42,0.149975,0.195907,0.387266,251275,23,321.9
weather,96,full_v2,7,0.144831,0.192485,0.380566,251275,24,337.9
weather,96,full_v2,2023,0.146773,0.192988,0.383109,251275,20,282.4
weather,96,full_v2_fixed,123,0.144690,0.192471,0.380382,251275,24,437.6
weather,96,full_v2_fixed,13,0.146955,0.196127,0.383348,251275,29,538.5
weather,96,full_v2_fixed,31,0.143824,0.191662,0.379242,251275,22,453.7
weather,96,capacity_match,2024,0.149681,0.197357,0.386887,251224,25,402.8
weather,96,capacity_match,99,0.148702,0.195942,0.385618,251224,26,419.4
weather,96,gate_prior_only,42,0.147753,0.195419,0.384387,251275,26,457.6
weather,96,gate_prior_only,7,0.150284,0.197294,0.387664,251275,25,438.6
weather,96,gate_prior_only,2023,0.144730,0.191375,0.380433,251275,20,357.2
weather,96,no_env,123,0.149792,0.195925,0.387030,251253,30,529.9
weather,96,no_env,13,0.147141,0.194320,0.383590,251253,36,633.5
weather,96,no_env,31,0.151725,0.199689,0.389519,251253,22,391.6
weather,192,patchtst,2024,0.194937,0.237268,0.441516,299498,23,297.8
weather,192,patchtst,99,0.194233,0.235774,0.440719,299498,26,252.2
weather,192,full_v2,42,0.196923,0.236876,0.443760,325099,14,200.8
weather,192,full_v2,7,0.194880,0.236987,0.441452,325099,21,299.9
weather,192,full_v2,2023,0.195863,0.234280,0.442564,325099,24,340.9
weather,192,full_v2_fixed,123,0.188528,0.232218,0.434198,325099,19,350.0
weather,192,full_v2_fixed,13,0.192033,0.237130,0.438216,325099,22,391.8
weather,192,full_v2_fixed,31,0.191168,0.234335,0.437228,325099,20,364.6
weather,192,capacity_match,2024,0.191777,0.234059,0.437924,325048,19,192.4
weather,192,capacity_match,99,0.192967,0.236280,0.439280,325048,18,181.6
weather,192,gate_prior_only,42,0.191322,0.234776,0.437404,325099,19,257.9
weather,192,gate_prior_only,7,0.190427,0.234174,0.436380,325099,19,258.4
weather,192,gate_prior_only,2023,0.190515,0.234219,0.436480,325099,19,307.9
weather,192,no_env,123,0.195575,0.239409,0.442238,325077,25,449.3
weather,192,no_env,13,0.194990,0.234928,0.441577,325077,15,272.6
weather,192,no_env,31,0.193884,0.235653,0.440322,325077,28,500.4
weather,336,patchtst,2024,0.219013,0.259284,0.467988,1057274,15,227.1
weather,336,patchtst,99,0.219967,0.262226,0.469006,1057274,14,215.4
weather,336,full_v2,42,0.225338,0.262510,0.474698,1082875,11,260.9
weather,336,full_v2,7,0.224859,0.263137,0.474193,1082875,11,261.4
weather,336,full_v2,2023,0.226341,0.264186,0.475753,1082875,11,259.1
weather,336,full_v2_fixed,123,0.225931,0.265665,0.475322,1082875,12,293.8
weather,336,full_v2_fixed,13,0.225714,0.266034,0.475094,1082875,12,297.1
weather,336,full_v2_fixed,31,0.223038,0.261976,0.472269,1082875,11,267.2
weather,336,capacity_match,2024,0.222945,0.260867,0.472171,1082824,11,216.5
weather,336,capacity_match,99,0.223198,0.263654,0.472439,1082824,12,223.1
weather,336,gate_prior_only,42,0.224107,0.263693,0.473399,1082875,12,247.2
weather,336,gate_prior_only,7,0.223563,0.262200,0.472824,1082875,11,225.0
weather,336,gate_prior_only,2023,0.225693,0.264022,0.475071,1082875,12,249.6
weather,336,no_env,123,0.222574,0.260136,0.471777,1082853,11,217.5
weather,336,no_env,13,0.219897,0.261798,0.468932,1082853,11,220.5
weather,336,no_env,31,0.220761,0.260775,0.469853,1082853,11,219.9
electricity,96,patchtst,2024,0.171441,0.261355,0.414055,76642,14,304.3
electricity,96,patchtst,99,0.170392,0.259741,0.412786,76642,15,307.1
electricity,96,full_v2,42,0.162806,0.254424,0.403492,186455,16,686.7
electricity,96,full_v2,7,0.160325,0.252872,0.400407,186455,15,652.6
electricity,96,full_v2,2023,0.161108,0.252218,0.401382,186455,16,674.8
electricity,96,full_v2_fixed,123,0.160840,0.253352,0.401049,186455,17,765.6
electricity,96,full_v2_fixed,13,0.163175,0.254084,0.403949,186455,15,660.7
electricity,96,full_v2_fixed,31,0.163406,0.254477,0.404235,186455,16,750.8
electricity,96,capacity_match,2024,0.161077,0.254629,0.401344,186404,15,566.8
electricity,96,capacity_match,99,0.164243,0.257149,0.405269,186404,15,575.7
electricity,96,gate_prior_only,42,0.159170,0.252255,0.398961,186455,15,631.8
electricity,96,gate_prior_only,7,0.159387,0.251934,0.399233,186455,16,656.5
electricity,96,gate_prior_only,2023,0.163963,0.258150,0.404923,186455,15,642.3
electricity,96,no_env,123,0.165176,0.258703,0.406418,186133,15,792.9
electricity,96,no_env,13,0.167868,0.260826,0.409718,186133,15,794.0
electricity,96,no_env,31,0.166787,0.258643,0.408395,186133,15,800.6
electricity,192,patchtst,2024,0.179162,0.267188,0.423276,113602,14,576.0
electricity,192,patchtst,99,0.177192,0.267266,0.420942,113602,15,591.9
electricity,192,full_v2,42,0.175689,0.265649,0.419152,223415,15,989.0
electricity,192,full_v2,7,0.174217,0.266872,0.417393,223415,16,1245.8
electricity,192,full_v2,2023,0.172628,0.263387,0.415485,223415,15,970.3
electricity,192,full_v2_fixed,123,0.172159,0.262051,0.414920,223415,16,1158.8
electricity,192,full_v2_fixed,13,0.171657,0.263589,0.414315,223415,14,1019.7
electricity,192,full_v2_fixed,31,0.173195,0.264830,0.416167,223415,14,928.1
electricity,192,capacity_match,2024,0.170075,0.261324,0.412401,223364,15,903.4
electricity,192,capacity_match,99,0.179177,0.269071,0.423293,223364,13,933.0
electricity,192,gate_prior_only,42,0.178844,0.269030,0.422899,223415,15,1081.3
electricity,192,gate_prior_only,7,0.171823,0.262588,0.414515,223415,15,939.7
electricity,192,gate_prior_only,2023,0.169966,0.260283,0.412269,223415,15,972.1
electricity,192,no_env,123,0.178077,0.269858,0.421991,223093,14,1057.5
electricity,192,no_env,13,0.174481,0.267372,0.417710,223093,15,1178.5
electricity,192,no_env,31,0.176482,0.266724,0.420098,223093,14,1240.4
