dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
traffic_ood,96,patchtst,2026,0.601186,0.337456,0.775362,30556,22,387.4
traffic_ood,96,patchtst,2028,0.613820,0.341344,0.783467,30556,30,591.6
traffic_ood,96,capacity_match,2025,0.549085,0.332906,0.741003,776126,27,2148.7
traffic_ood,96,capacity_match,2027,0.583661,0.361613,0.763977,776126,29,2330.7
traffic_ood,96,gate_prior_only,2025,0.580370,0.368679,0.761820,776177,15,1456.8
traffic_ood,96,gate_prior_only,2029,0.559970,0.331903,0.748311,776177,23,2161.0
traffic_ood,192,patchtst,2026,0.595780,0.335076,0.771868,49084,30,604.1
traffic_ood,192,patchtst,2028,0.602172,0.344860,0.775998,49084,27,542.3
traffic_ood,192,capacity_match,2025,0.567434,0.331971,0.753282,794654,25,1973.8
traffic_ood,192,capacity_match,2027,0.565432,0.339740,0.751952,794654,22,1742.0
traffic_ood,192,capacity_match,2029,0.568736,0.344548,0.754146,794654,16,1265.4
traffic_ood,192,full_v2,2026,0.551908,0.341682,0.742905,794705,20,1918.7
traffic_ood,192,gate_prior_only,2025,0.567858,0.344746,0.753563,794705,16,1467.2
traffic_ood,192,gate_prior_only,2027,0.572258,0.338779,0.756477,794705,23,2089.4
traffic_ood,192,gate_prior_only,2029,0.557802,0.337385,0.746862,794705,18,1639.5
traffic_ood,96,capacity_match,2029,0.582109,0.349090,0.762960,776126,16,1359.1
traffic_ood,96,full_v2,2026,0.572767,0.366640,0.756814,776177,23,2988.1
traffic_ood,96,gate_prior_only,2027,0.552683,0.341201,0.743426,776177,24,2840.0
traffic_ood,192,full_v2,2028,0.546615,0.339066,0.739334,794705,22,2499.9
traffic_ood,96,full_v2,2028,0.561020,0.338595,0.749013,776177,30,2983.8
