dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
syn_ood,96,no_env,123,0.336058,0.400897,0.579705,250833,15,74.8
syn_ood,96,no_env,2025,0.289753,0.346748,0.538287,250833,16,83.9
syn_ood,96,no_env,2027,0.334123,0.398889,0.578034,250833,18,93.9
syn_ood,96,no_env,2029,0.317117,0.386035,0.563131,250833,18,94.6
syn_ood,192,no_env,123,0.360360,0.425213,0.600300,324657,19,99.4
syn_ood,192,no_env,2025,0.307824,0.362635,0.554819,324657,19,101.2
syn_ood,192,no_env,2027,0.351352,0.418925,0.592750,324657,16,85.6
syn_ood,192,no_env,2029,0.363611,0.431805,0.603002,324657,17,90.6
syn_ood_noise,96,no_env,123,0.588626,0.556879,0.767220,250833,15,79.7
syn_ood_noise,96,no_env,2025,0.545924,0.503869,0.738867,250833,15,79.5
syn_ood_noise,96,no_env,2027,0.616731,0.570112,0.785323,250833,18,94.9
syn_ood_noise,96,no_env,2029,0.586555,0.552395,0.765869,250833,17,89.2
syn_ood_noise,192,no_env,123,0.655187,0.595214,0.809436,324657,17,89.1
syn_ood_noise,192,no_env,2025,0.573334,0.522617,0.757188,324657,17,90.7
syn_ood_noise,192,no_env,2027,0.627767,0.583339,0.792318,324657,15,79.5
syn_ood_noise,192,no_env,2029,0.630660,0.595989,0.794141,324657,15,79.5
