dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
ili,24,full_v2,123,1.301511,0.796639,1.140838,54801,23,5.9
ili,24,full_v2,345,1.611615,0.898440,1.269494,54801,27,6.7
ili,24,full_v2,567,1.417941,0.830856,1.190773,54801,27,6.5
ili,24,full_v2,789,1.419119,0.826202,1.191268,54801,33,7.3
ili,24,learned_gate,123,1.556616,0.870887,1.247644,54750,34,6.3
ili,24,learned_gate,345,1.549816,0.853250,1.244916,54750,22,5.2
ili,24,learned_gate,567,1.348153,0.822224,1.161100,54750,23,5.4
ili,24,learned_gate,789,1.255016,0.764456,1.120275,54750,24,5.2
ili,24,no_gate,123,1.449799,0.808108,1.204076,54695,21,4.8
ili,24,no_gate,345,1.272790,0.768323,1.128180,54695,32,5.8
ili,24,no_gate,567,1.415520,0.830889,1.189756,54695,30,5.6
ili,24,no_gate,789,1.267936,0.771918,1.126027,54695,38,6.8
ili,24,patchtst,123,1.161628,0.726950,1.077789,48294,42,6.2
ili,24,patchtst,345,1.305966,0.773858,1.142789,48294,38,5.9
ili,24,patchtst,567,1.303564,0.767194,1.141737,48294,33,5.4
ili,24,patchtst,789,1.250616,0.778106,1.118309,48294,34,5.4
ili,48,full_v2,123,1.804430,0.919590,1.343291,64041,41,7.8
ili,48,full_v2,345,1.806031,0.959309,1.343886,64041,30,6.4
ili,48,full_v2,567,1.688598,0.860379,1.299461,64041,41,7.9
ili,48,full_v2,789,1.905366,0.916069,1.380350,64041,47,9.2
ili,48,learned_gate,123,1.855772,0.932093,1.362267,63990,22,5.0
ili,48,learned_gate,345,2.246961,1.021423,1.498987,63990,16,4.2
ili,48,learned_gate,567,1.867661,0.967954,1.366624,63990,39,6.4
ili,48,learned_gate,789,1.756463,0.895671,1.325316,63990,30,5.6
ili,48,no_gate,123,2.370111,1.024741,1.539516,63935,20,4.5
ili,48,no_gate,345,2.322749,1.054407,1.524057,63935,15,4.0
ili,48,no_gate,567,1.972798,0.944678,1.404563,63935,44,6.8
ili,48,no_gate,789,2.002275,0.951315,1.415017,63935,20,4.5
ili,48,patchtst,123,1.919114,0.911481,1.385321,57534,34,5.2
ili,48,patchtst,345,2.213143,1.008155,1.487664,57534,15,3.7
ili,48,patchtst,567,1.880592,0.915267,1.371347,57534,40,5.7
ili,48,patchtst,789,1.811716,0.891957,1.346000,57534,43,6.1
