dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
etth1,96,no_gate,2024,0.383333,0.397911,0.619139,82415,13,60.6
etth1,96,no_gate,99,0.380966,0.402163,0.617224,82415,19,85.6
etth1,96,gate_prior_only,42,0.382371,0.397118,0.618361,82521,13,67.6
etth1,96,gate_prior_only,7,0.383528,0.399061,0.619296,82521,15,76.5
etth1,96,gate_prior_only,2023,0.380060,0.398501,0.616490,82521,15,78.2
etth1,96,no_env,123,0.383894,0.398262,0.619592,82513,13,69.3
etth1,96,no_env,13,0.384668,0.398249,0.620216,82513,13,69.5
etth1,96,no_env,31,0.382125,0.398414,0.618163,82513,14,78.8
etth1,192,patchtst,2024,0.430749,0.430760,0.656315,112974,16,95.1
etth1,192,patchtst,99,0.437532,0.427177,0.661462,112974,12,72.7
etth1,192,full_v2,42,0.435932,0.426071,0.660251,119481,13,109.9
etth1,192,full_v2,7,0.434581,0.427026,0.659227,119481,13,105.9
etth1,192,full_v2,2023,0.433170,0.426542,0.658157,119481,13,107.3
etth1,192,full_v2_fixed,123,0.436125,0.426710,0.660397,119481,12,103.3
etth1,192,full_v2_fixed,13,0.434227,0.427130,0.658959,119481,13,109.1
etth1,192,full_v2_fixed,31,0.432349,0.425220,0.657532,119481,13,105.7
etth1,192,no_gate,2024,0.438056,0.430010,0.661858,119375,12,78.8
etth1,192,no_gate,99,0.438502,0.428792,0.662195,119375,12,78.7
etth1,192,gate_prior_only,42,0.433695,0.425381,0.658555,119481,13,94.9
etth1,192,gate_prior_only,7,0.435060,0.427442,0.659591,119481,13,92.4
etth1,192,gate_prior_only,2023,0.434585,0.427363,0.659231,119481,13,93.3
etth1,192,no_env,123,0.432399,0.432049,0.657570,119473,19,137.2
etth1,192,no_env,13,0.426686,0.430858,0.653212,119473,19,136.6
etth1,192,no_env,31,0.436898,0.427791,0.660983,119473,12,90.2
etth1,336,patchtst,2024,0.438849,0.440035,0.662457,491934,10,71.6
etth1,336,patchtst,99,0.437535,0.437823,0.661464,491934,10,72.9
etth1,336,full_v2,42,0.438684,0.437927,0.662332,498441,10,94.1
etth1,336,full_v2,7,0.439292,0.437872,0.662791,498441,10,96.2
etth1,336,full_v2,2023,0.435515,0.437839,0.659936,498441,10,91.0
etth1,336,full_v2_fixed,123,0.440962,0.441422,0.664050,498441,10,95.0
etth1,336,full_v2_fixed,13,0.436827,0.437408,0.660929,498441,10,96.0
etth1,336,full_v2_fixed,31,0.440228,0.440292,0.663496,498441,10,97.6
etth1,336,no_gate,2024,0.447585,0.445262,0.669018,498335,10,77.5
etth1,336,no_gate,99,0.438703,0.439999,0.662346,498335,10,79.9
etth1,336,gate_prior_only,42,0.437883,0.438057,0.661727,498441,10,85.8
etth1,336,gate_prior_only,7,0.439103,0.438018,0.662648,498441,10,83.5
etth1,336,gate_prior_only,2023,0.436291,0.436873,0.660523,498441,10,86.1
etth1,336,no_env,123,0.442259,0.441515,0.665026,498433,10,87.5
etth1,336,no_env,13,0.443546,0.441568,0.665993,498433,10,77.9
etth1,336,no_env,31,0.439342,0.438477,0.662829,498433,10,71.5
ettm1,96,patchtst,2024,0.315739,0.355286,0.561907,76014,20,284.2
ettm1,96,patchtst,99,0.328332,0.363718,0.573003,76014,11,157.1
ettm1,96,full_v2,42,0.309704,0.351034,0.556511,82521,19,415.6
ettm1,96,full_v2,7,0.313512,0.353376,0.559921,82521,22,476.9
ettm1,96,full_v2,2023,0.313675,0.354054,0.560067,82521,23,497.0
ettm1,96,full_v2_fixed,123,0.308909,0.349049,0.555796,82521,22,486.6
ettm1,96,full_v2_fixed,13,0.316464,0.359920,0.562552,82521,20,419.7
ettm1,96,full_v2_fixed,31,0.313705,0.356451,0.560094,82521,22,444.0
ettm1,96,no_gate,2024,0.311430,0.352676,0.558059,82415,22,372.2
ettm1,96,no_gate,99,0.311980,0.351978,0.558552,82415,26,436.5
ettm1,96,gate_prior_only,42,0.317752,0.355498,0.563695,82521,22,421.0
ettm1,96,gate_prior_only,7,0.311323,0.352851,0.557963,82521,22,421.1
ettm1,96,gate_prior_only,2023,0.314101,0.352874,0.560447,82521,19,365.1
ettm1,96,no_env,123,0.306021,0.348413,0.553192,82513,28,564.3
ettm1,96,no_env,13,0.312722,0.351981,0.559216,82513,23,489.6
ettm1,96,no_env,31,0.310374,0.351268,0.557113,82513,22,473.1
ettm1,192,patchtst,2024,0.358317,0.379377,0.598596,112974,28,671.3
ettm1,192,patchtst,99,0.357777,0.379674,0.598145,112974,30,696.9
ettm1,192,full_v2,42,0.364199,0.386337,0.603489,119481,21,710.6
ettm1,192,full_v2,7,0.359737,0.381424,0.599781,119481,28,934.1
ettm1,192,full_v2,2023,0.365492,0.386513,0.604559,119481,18,579.3
ettm1,192,full_v2_fixed,123,0.362435,0.386008,0.602026,119481,17,563.7
ettm1,192,full_v2_fixed,13,0.357925,0.383139,0.598268,119481,20,680.7
ettm1,192,full_v2_fixed,31,0.365519,0.391630,0.604582,119481,31,1081.4
ettm1,192,no_gate,2024,0.359526,0.382331,0.599605,119375,30,783.0
ettm1,192,no_gate,99,0.360275,0.381946,0.600229,119375,24,626.9
ettm1,192,gate_prior_only,42,0.363277,0.383148,0.602724,119481,27,802.6
ettm1,192,gate_prior_only,7,0.364064,0.386500,0.603378,119481,22,664.0
ettm1,192,gate_prior_only,2023,0.362195,0.387991,0.601826,119481,22,657.4
ettm1,192,no_env,123,0.362138,0.379349,0.601779,119473,21,667.6
ettm1,192,no_env,13,0.358716,0.380430,0.598929,119473,19,596.2
ettm1,192,no_env,31,0.356845,0.379177,0.597365,119473,24,735.5
ettm1,336,patchtst,2024,0.364158,0.390299,0.603455,491934,12,388.0
ettm1,336,patchtst,99,0.364767,0.389555,0.603959,491934,12,370.9
ettm1,336,full_v2,42,0.367705,0.393252,0.606387,498441,13,522.3
ettm1,336,full_v2,7,0.379272,0.400769,0.615851,498441,14,544.8
ettm1,336,full_v2,2023,0.371460,0.391331,0.609475,498441,13,519.3
ettm1,336,full_v2_fixed,123,0.374991,0.396686,0.612365,498441,13,536.4
ettm1,336,full_v2_fixed,13,0.367660,0.389480,0.606349,498441,10,414.1
ettm1,336,full_v2_fixed,31,0.378378,0.397645,0.615124,498441,15,606.0
ettm1,336,no_gate,2024,0.361143,0.387869,0.600952,498335,13,400.0
ettm1,336,no_gate,99,0.373076,0.391593,0.610799,498335,9,279.9
ettm1,336,gate_prior_only,42,0.372935,0.396168,0.610684,498441,13,447.3
ettm1,336,gate_prior_only,7,0.368342,0.392273,0.606912,498441,12,373.2
ettm1,336,gate_prior_only,2023,0.367278,0.392984,0.606035,498441,13,376.9
ettm1,336,no_env,123,0.365218,0.388399,0.604333,498433,14,402.5
ettm1,336,no_env,13,0.375769,0.396406,0.613000,498433,19,613.8
ettm1,336,no_env,31,0.363088,0.388251,0.602568,498433,11,322.3
ili,24,patchtst,2024,1.238899,0.760992,1.113059,48294,38,13.5
ili,24,patchtst,99,1.201173,0.751256,1.095980,48294,43,14.7
ili,24,full_v2,42,1.461292,0.866749,1.208839,54801,32,16.2
ili,24,full_v2,7,1.481568,0.843611,1.217197,54801,22,13.0
ili,24,full_v2,2023,1.514086,0.860801,1.230482,54801,28,15.3
ili,24,full_v2_fixed,123,1.368555,0.808642,1.169853,54801,33,16.8
ili,24,full_v2_fixed,13,1.532370,0.820469,1.237889,54801,18,11.7
ili,24,full_v2_fixed,31,1.328245,0.789643,1.152495,54801,21,12.6
ili,24,no_gate,2024,1.324969,0.777614,1.151073,54695,30,13.2
ili,24,no_gate,99,1.318516,0.809235,1.148267,54695,41,16.3
ili,24,gate_prior_only,42,1.278442,0.764626,1.130682,54801,37,16.3
ili,24,gate_prior_only,7,1.392206,0.831838,1.179918,54801,27,13.3
ili,24,gate_prior_only,2023,1.416448,0.819695,1.190146,54801,22,11.6
ili,24,no_env,123,1.301258,0.788047,1.140727,54793,40,18.4
ili,24,no_env,13,1.240054,0.783356,1.113577,54793,35,15.6
ili,24,no_env,31,1.454708,0.838308,1.206113,54793,45,19.4
ili,48,patchtst,2024,1.872385,0.906355,1.368351,57534,23,10.1
ili,48,patchtst,99,1.854586,0.903524,1.361832,57534,40,13.5
ili,48,full_v2,42,1.788236,0.929599,1.337250,64041,38,17.3
ili,48,full_v2,7,1.910221,0.967191,1.382107,64041,42,19.6
ili,48,full_v2,2023,2.373842,1.095128,1.540728,64041,14,10.4
ili,48,full_v2_fixed,123,1.770184,0.907365,1.330483,64041,43,19.1
ili,48,full_v2_fixed,13,1.597349,0.868394,1.263863,64041,40,18.9
ili,48,full_v2_fixed,31,1.739159,0.888935,1.318772,64041,38,17.7
ili,48,no_gate,2024,2.077242,0.987284,1.441264,63935,20,10.0
ili,48,no_gate,99,1.936779,0.959415,1.391682,63935,33,13.8
ili,48,gate_prior_only,42,1.730758,0.939002,1.315583,64041,26,13.1
ili,48,gate_prior_only,7,1.667754,0.885192,1.291415,64041,33,15.1
ili,48,gate_prior_only,2023,2.229085,1.021903,1.493012,64041,16,10.2
ili,48,no_env,123,2.305450,1.053278,1.518371,64033,15,9.4
ili,48,no_env,13,2.061415,0.970939,1.435763,64033,19,10.7
ili,48,no_env,31,2.014589,0.972144,1.419362,64033,22,12.0
exchange,96,patchtst,2024,0.079191,0.197453,0.281408,76016,13,31.4
exchange,96,patchtst,99,0.080543,0.199345,0.283802,76016,14,35.0
exchange,96,full_v2,42,0.084837,0.204827,0.291268,82539,16,57.1
exchange,96,full_v2,7,0.077464,0.195105,0.278323,82539,13,47.7
exchange,96,full_v2,2023,0.077474,0.195263,0.278342,82539,13,47.6
exchange,96,full_v2_fixed,123,0.077467,0.195348,0.278330,82539,14,50.6
exchange,96,full_v2_fixed,13,0.077651,0.195679,0.278659,82539,15,56.9
exchange,96,full_v2_fixed,31,0.077322,0.195599,0.278069,82539,13,48.1
exchange,96,no_gate,2024,0.079703,0.199910,0.282318,82417,17,45.9
exchange,96,no_gate,99,0.080966,0.200062,0.284546,82417,15,42.6
exchange,96,gate_prior_only,42,0.076897,0.194689,0.277302,82539,14,44.4
exchange,96,gate_prior_only,7,0.080335,0.200343,0.283435,82539,17,54.1
exchange,96,gate_prior_only,2023,0.078570,0.196710,0.280304,82539,15,47.6
exchange,96,no_env,123,0.082102,0.200785,0.286535,82530,15,49.8
exchange,96,no_env,13,0.081529,0.200196,0.285534,82530,15,49.9
exchange,96,no_env,31,0.080255,0.199343,0.283294,82530,13,42.9
exchange,192,patchtst,2024,0.175977,0.301913,0.419496,112976,14,44.5
exchange,192,patchtst,99,0.176267,0.302936,0.419842,112976,13,42.1
exchange,192,full_v2,42,0.170771,0.297198,0.413245,119499,14,63.6
exchange,192,full_v2,7,0.167850,0.294768,0.409695,119499,13,63.7
exchange,192,full_v2,2023,0.178966,0.303318,0.423044,119499,17,79.6
exchange,192,full_v2_fixed,123,0.173715,0.299221,0.416792,119499,14,66.6
exchange,192,full_v2_fixed,13,0.167944,0.294889,0.409809,119499,13,61.8
exchange,192,full_v2_fixed,31,0.173912,0.299275,0.417028,119499,17,79.6
exchange,192,no_gate,2024,0.176846,0.302544,0.420531,119377,13,48.1
exchange,192,no_gate,99,0.179042,0.304725,0.423134,119377,14,54.3
exchange,192,gate_prior_only,42,0.174937,0.299322,0.418254,119499,16,69.0
exchange,192,gate_prior_only,7,0.170150,0.296022,0.412493,119499,14,61.3
exchange,192,gate_prior_only,2023,0.168650,0.295706,0.410671,119499,14,60.3
exchange,192,no_env,123,0.177770,0.302650,0.421628,119490,14,63.1
exchange,192,no_env,13,0.173128,0.299824,0.416086,119490,13,56.5
exchange,192,no_env,31,0.175319,0.300764,0.418711,119490,13,58.3
weather,96,patchtst,2024,0.149400,0.194278,0.386523,225674,34,962.0
weather,96,patchtst,99,0.150072,0.196060,0.387392,225674,31,851.8
weather,96,full_v2,42,0.153381,0.200006,0.391638,251275,27,1075.6
weather,96,full_v2,7,0.147129,0.193691,0.383574,251275,24,929.5
weather,96,full_v2,2023,0.145793,0.191182,0.381829,251275,23,875.6
weather,96,no_gate,2024,0.152857,0.197260,0.390970,250763,29,877.3
weather,96,no_gate,99,0.148956,0.195758,0.385948,250763,26,806.2
weather,96,gate_prior_only,42,0.148821,0.195786,0.385773,251275,18,626.9
weather,96,gate_prior_only,7,0.144244,0.190036,0.379794,251275,23,446.1
weather,96,gate_prior_only,2023,0.146931,0.192569,0.383316,251275,26,260.9
weather,96,no_env,123,0.152908,0.199826,0.391035,251253,22,225.6
weather,96,no_env,13,0.149942,0.196929,0.387223,251253,22,225.3
weather,96,no_env,31,0.145041,0.191669,0.380842,251253,22,224.1
weather,192,patchtst,2024,0.192764,0.235108,0.439049,299498,25,189.1
weather,192,patchtst,99,0.193633,0.236017,0.440038,299498,30,302.6
weather,192,full_v2,42,0.194418,0.235470,0.440928,325099,15,232.7
weather,192,full_v2,7,0.195011,0.235554,0.441601,325099,24,333.1
weather,192,full_v2,2023,0.198316,0.238463,0.445327,325099,27,324.9
weather,192,full_v2_fixed,31,0.192848,0.237676,0.439145,325099,23,282.9
weather,192,no_gate,2024,0.198248,0.239830,0.445251,324587,27,239.9
weather,192,no_gate,99,0.193921,0.236253,0.440365,324587,20,180.3
weather,192,gate_prior_only,42,0.190103,0.233484,0.436008,325099,22,221.8
weather,192,gate_prior_only,7,0.193008,0.234984,0.439327,325099,18,180.8
weather,192,gate_prior_only,2023,0.190529,0.234466,0.436496,325099,20,201.3
weather,192,no_env,123,0.197376,0.238281,0.444270,325077,28,288.4
weather,192,no_env,13,0.191906,0.235206,0.438071,325077,19,197.3
weather,192,no_env,31,0.194259,0.234006,0.440748,325077,17,176.8
weather,336,patchtst,2024,0.219889,0.259952,0.468923,1057274,12,119.2
weather,336,patchtst,99,0.220546,0.261902,0.469623,1057274,14,138.2
weather,336,full_v2,42,0.224838,0.263248,0.474171,1082875,11,278.8
weather,336,full_v2,7,0.223039,0.264806,0.472270,1082875,12,305.5
weather,336,full_v2,2023,0.224426,0.263851,0.473736,1082875,12,305.6
weather,336,full_v2_fixed,123,0.223779,0.262474,0.473052,1082875,11,286.8
weather,336,full_v2_fixed,13,0.224938,0.262472,0.474276,1082875,11,285.1
weather,336,full_v2_fixed,31,0.224143,0.263618,0.473437,1082875,13,335.1
weather,336,no_gate,2024,0.221892,0.262342,0.471054,1082363,11,115.6
weather,336,no_gate,99,0.220398,0.260801,0.469465,1082363,11,115.6
weather,336,gate_prior_only,42,0.225884,0.267349,0.475272,1082875,13,166.7
weather,336,gate_prior_only,7,0.224220,0.266437,0.473519,1082875,12,155.5
weather,336,gate_prior_only,2023,0.230012,0.269665,0.479595,1082875,13,167.4
weather,336,no_env,123,0.223058,0.261808,0.472290,1082853,13,153.1
weather,336,no_env,13,0.221773,0.262843,0.470928,1082853,11,130.8
weather,336,no_env,31,0.224108,0.263226,0.473400,1082853,12,143.4
electricity,96,patchtst,2024,0.171866,0.262423,0.414567,76642,15,235.6
electricity,96,patchtst,99,0.170472,0.259165,0.412883,76642,14,209.5
electricity,96,full_v2,42,0.159672,0.253303,0.399590,186455,17,550.6
electricity,96,full_v2,7,0.165624,0.256070,0.406969,186455,16,515.8
electricity,96,full_v2,2023,0.164523,0.256975,0.405614,186455,15,489.4
electricity,96,full_v2_fixed,13,0.160728,0.255256,0.400909,186455,21,678.4
electricity,96,no_gate,2024,0.166924,0.259877,0.408563,83043,14,229.8
electricity,96,no_gate,99,0.164743,0.257660,0.405885,83043,15,253.7
electricity,96,gate_prior_only,42,0.167826,0.260900,0.409666,186455,14,431.8
electricity,96,gate_prior_only,7,0.158167,0.252486,0.397702,186455,16,492.5
electricity,96,gate_prior_only,2023,0.163658,0.254819,0.404546,186455,14,441.5
electricity,96,no_env,123,0.164930,0.259384,0.406116,186133,16,677.7
electricity,96,no_env,13,0.165900,0.257820,0.407308,186133,16,686.3
electricity,96,no_env,31,0.167181,0.260629,0.408877,186133,16,709.2
electricity,192,patchtst,2024,0.177202,0.267192,0.420954,113602,15,252.0
electricity,192,patchtst,99,0.178986,0.268607,0.423067,113602,16,256.6
electricity,192,full_v2,42,0.179417,0.269201,0.423577,223415,14,470.2
electricity,192,full_v2,7,0.176282,0.267582,0.419860,223415,17,598.5
electricity,192,full_v2,2023,0.177132,0.265758,0.420871,223415,16,556.0
electricity,192,full_v2_fixed,123,0.169310,0.261200,0.411473,223415,16,542.9
electricity,192,full_v2_fixed,13,0.167671,0.259995,0.409477,223415,17,606.4
electricity,192,full_v2_fixed,31,0.172688,0.263656,0.415558,223415,16,593.6
electricity,192,no_gate,2024,0.174584,0.266271,0.417832,120003,15,265.9
electricity,192,no_gate,99,0.174070,0.265405,0.417217,120003,15,262.3
electricity,192,gate_prior_only,42,0.170775,0.261833,0.413249,223415,15,545.7
electricity,192,gate_prior_only,7,0.176434,0.267695,0.420041,223415,15,500.7
electricity,192,gate_prior_only,2023,0.175711,0.266011,0.419179,223415,14,482.4
electricity,192,no_env,123,0.171627,0.263793,0.414278,223093,15,696.1
electricity,192,no_env,13,0.176377,0.269276,0.419972,223093,14,612.0
electricity,192,no_env,31,0.177341,0.267127,0.421119,223093,13,577.3
traffic,96,patchtst,2024,0.547353,0.349236,0.739833,30556,22,441.9
traffic,96,patchtst,99,0.550415,0.341641,0.741900,30556,25,500.9
traffic,96,full_v2,42,0.493457,0.348800,0.702465,776177,19,1786.8
traffic,96,full_v2,7,0.499953,0.344680,0.707074,776177,17,1605.6
traffic,96,full_v2,2023,0.487794,0.330928,0.698422,776177,22,2067.2
traffic,96,full_v2_fixed,123,0.513646,0.352622,0.716691,776177,16,1512.9
traffic,96,full_v2_fixed,13,0.507865,0.349664,0.712646,776177,16,1508.4
traffic,96,full_v2_fixed,31,0.505876,0.344431,0.711249,776177,18,1699.4
traffic,96,no_gate,2024,0.526918,0.348693,0.725891,32221,23,592.6
traffic,96,no_gate,99,0.528832,0.350562,0.727209,32221,18,465.8
traffic,96,gate_prior_only,42,0.494213,0.332313,0.703003,776177,28,2527.9
traffic,96,gate_prior_only,7,0.509298,0.338760,0.713651,776177,27,2439.7
traffic,96,gate_prior_only,2023,0.512365,0.341501,0.715797,776177,20,1815.6
traffic,96,no_env,123,0.539588,0.357420,0.734566,775314,17,2653.5
traffic,96,no_env,13,0.525740,0.348180,0.725079,775314,19,2950.7
traffic,96,no_env,31,0.529622,0.356927,0.727751,775314,18,2783.1
traffic,192,patchtst,2024,0.542601,0.333223,0.736614,49084,30,644.0
traffic,192,patchtst,99,0.536746,0.332591,0.732630,49084,22,477.6
traffic,192,full_v2,42,0.493163,0.327946,0.702255,794705,30,2800.9
traffic,192,full_v2,7,0.506001,0.343179,0.711337,794705,16,1512.0
traffic,192,full_v2,2023,0.499080,0.333006,0.706456,794705,21,1975.4
traffic,192,full_v2_fixed,123,0.501600,0.332611,0.708237,794705,22,2071.0
traffic,192,full_v2_fixed,13,0.506238,0.336026,0.711504,794705,19,1795.8
traffic,192,full_v2_fixed,31,0.509377,0.338946,0.713706,794705,17,1607.9
traffic,192,no_gate,2024,0.526994,0.347213,0.725944,50749,18,485.7
traffic,192,no_gate,99,0.526816,0.344198,0.725821,50749,19,511.2
traffic,192,gate_prior_only,42,0.513982,0.338082,0.716925,794705,18,1634.3
traffic,192,gate_prior_only,7,0.513730,0.340998,0.716750,794705,19,1724.3
traffic,192,gate_prior_only,2023,0.539796,0.363529,0.734708,794705,16,1447.0
traffic,192,no_env,123,0.528051,0.349509,0.726671,793842,17,2612.7
traffic,192,no_env,13,0.528455,0.348363,0.726949,793842,16,2464.6
traffic,192,no_env,31,0.527896,0.346934,0.726564,793842,18,2771.9
