dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
exchange,96,no_gate,42,0.082831,0.201841,0.287804,82417,15,42.8
exchange,96,no_gate,7,0.084383,0.204331,0.290488,82417,17,48.8
exchange,96,no_gate,2023,0.079705,0.198795,0.282321,82417,13,39.4
exchange,96,gate_prior_only,123,0.083258,0.202846,0.288545,82539,17,54.5
exchange,96,gate_prior_only,13,0.079944,0.199156,0.282744,82539,15,48.8
exchange,96,gate_prior_only,31,0.078333,0.196013,0.279881,82539,13,42.2
exchange,96,no_env,2024,0.082939,0.203198,0.287991,82530,17,54.7
exchange,96,no_env,99,0.081084,0.200722,0.284752,82530,14,47.4
exchange,192,patchtst,42,0.177373,0.302917,0.421157,112976,15,48.6
exchange,192,patchtst,7,0.175913,0.302209,0.419420,112976,14,41.4
exchange,192,patchtst,2023,0.173041,0.300701,0.415982,112976,12,38.2
exchange,192,full_v2,123,0.173704,0.299205,0.416779,119499,14,65.7
exchange,192,full_v2,13,0.167967,0.294897,0.409838,119499,13,60.9
exchange,192,full_v2,31,0.173067,0.298530,0.416013,119499,17,77.9
exchange,192,full_v2_fixed,2024,0.171207,0.296273,0.413771,119499,14,67.1
exchange,192,full_v2_fixed,99,0.171886,0.297362,0.414592,119499,15,68.2
exchange,192,no_gate,42,0.172055,0.299115,0.414795,119377,14,50.9
exchange,192,no_gate,7,0.176977,0.301950,0.420686,119377,13,47.2
exchange,192,no_gate,2023,0.172755,0.299446,0.415638,119377,13,44.5
exchange,192,gate_prior_only,123,0.170488,0.296830,0.412902,119499,14,55.0
exchange,192,gate_prior_only,13,0.174652,0.298690,0.417914,119499,15,56.7
exchange,192,gate_prior_only,31,0.169397,0.295519,0.411578,119499,13,51.5
exchange,192,no_env,2024,0.176740,0.302831,0.420404,119490,13,49.0
exchange,192,no_env,99,0.175361,0.301690,0.418761,119490,13,49.4
weather,96,patchtst,42,0.149297,0.194793,0.386389,225674,40,823.3
weather,96,patchtst,7,0.150396,0.194729,0.387809,225674,30,727.3
weather,96,patchtst,2023,0.149679,0.196086,0.386883,225674,39,1073.2
weather,96,full_v2,123,0.152211,0.197395,0.390142,251275,27,1114.5
weather,96,full_v2,13,0.156443,0.201352,0.395529,251275,24,956.0
weather,96,full_v2,31,0.148931,0.192746,0.385916,251275,23,896.6
weather,96,full_v2_fixed,2024,0.150457,0.197320,0.387887,251275,27,1079.9
weather,96,full_v2_fixed,99,0.143735,0.192147,0.379124,251275,26,1049.5
weather,96,no_gate,42,0.151238,0.196988,0.388893,250763,20,625.4
weather,96,no_gate,7,0.148972,0.193292,0.385969,250763,21,645.2
weather,96,no_gate,2023,0.146404,0.191402,0.382628,250763,33,572.9
weather,96,gate_prior_only,123,0.146513,0.194508,0.382770,251275,22,221.5
weather,96,gate_prior_only,13,0.149209,0.198116,0.386275,251275,25,250.1
weather,96,gate_prior_only,31,0.143911,0.191951,0.379356,251275,23,230.2
weather,96,no_env,2024,0.151721,0.197623,0.389514,251253,31,316.4
weather,96,no_env,99,0.151362,0.196772,0.389052,251253,28,348.9
weather,192,patchtst,42,0.194487,0.235918,0.441007,299498,30,322.4
weather,192,patchtst,7,0.194157,0.235350,0.440632,299498,24,201.3
weather,192,patchtst,2023,0.194272,0.236260,0.440763,299498,29,219.9
weather,192,full_v2,123,0.198192,0.239859,0.445188,325099,24,288.8
weather,192,full_v2,13,0.195329,0.235284,0.441961,325099,15,180.6
weather,192,full_v2,31,0.193724,0.234752,0.440141,325099,22,260.8
weather,192,full_v2_fixed,2024,0.190226,0.234277,0.436149,325099,23,282.7
weather,192,no_gate,42,0.193719,0.235402,0.440136,324587,18,162.8
weather,192,no_gate,7,0.196682,0.238515,0.443489,324587,23,207.9
weather,192,no_gate,2023,0.194245,0.234793,0.440732,324587,21,190.9
weather,192,gate_prior_only,123,0.194183,0.236709,0.440662,325099,17,173.2
weather,192,gate_prior_only,13,0.194807,0.237894,0.441370,325099,19,193.5
weather,192,gate_prior_only,31,0.189537,0.232631,0.435358,325099,21,214.9
weather,192,no_env,2024,0.194590,0.237450,0.441124,325077,19,198.4
weather,192,no_env,99,0.195759,0.238362,0.442447,325077,20,204.5
weather,336,patchtst,42,0.223164,0.263331,0.472403,1057274,14,139.3
weather,336,patchtst,7,0.221912,0.264021,0.471075,1057274,15,148.6
weather,336,patchtst,2023,0.220781,0.261037,0.469873,1057274,13,129.6
weather,336,full_v2,123,0.223681,0.262204,0.472950,1082875,11,283.9
weather,336,full_v2,13,0.224884,0.262253,0.474219,1082875,11,284.2
weather,336,full_v2,31,0.222692,0.260470,0.471903,1082875,11,285.6
weather,336,full_v2_fixed,2024,0.225764,0.265554,0.475146,1082875,13,340.3
weather,336,full_v2_fixed,99,0.224503,0.262980,0.473818,1082875,11,289.1
weather,336,no_gate,42,0.221604,0.262321,0.470748,1082363,11,116.5
weather,336,no_gate,7,0.224154,0.263335,0.473449,1082363,13,136.5
weather,336,no_gate,2023,0.221160,0.260731,0.470276,1082363,13,137.5
weather,336,gate_prior_only,123,0.225023,0.264990,0.474366,1082875,12,156.2
weather,336,gate_prior_only,13,0.224812,0.262861,0.474143,1082875,11,143.4
weather,336,gate_prior_only,31,0.224556,0.265813,0.473873,1082875,13,169.2
weather,336,no_env,2024,0.221983,0.262372,0.471151,1082853,11,132.6
weather,336,no_env,99,0.221596,0.263678,0.470740,1082853,11,132.7
electricity,96,patchtst,42,0.173790,0.263449,0.416881,76642,16,241.8
electricity,96,patchtst,7,0.171492,0.261941,0.414115,76642,15,227.0
electricity,96,patchtst,2023,0.173288,0.262930,0.416278,76642,16,238.1
electricity,96,full_v2,123,0.160846,0.254328,0.401056,186455,15,485.4
electricity,96,full_v2,13,0.165409,0.259129,0.406705,186455,21,671.5
electricity,96,full_v2,31,0.165065,0.256273,0.406282,186455,19,607.4
electricity,96,full_v2_fixed,2024,0.155506,0.249318,0.394343,186455,21,725.0
electricity,96,full_v2_fixed,99,0.159963,0.252987,0.399954,186455,18,632.9
electricity,96,no_gate,42,0.166479,0.259651,0.408018,83043,15,246.8
electricity,96,no_gate,7,0.167439,0.259428,0.409193,83043,14,231.3
electricity,96,no_gate,2023,0.169208,0.263509,0.411350,83043,15,278.4
electricity,96,gate_prior_only,123,0.158094,0.252701,0.397610,186455,16,496.1
electricity,96,gate_prior_only,13,0.161168,0.253918,0.401457,186455,15,463.7
electricity,96,gate_prior_only,31,0.156392,0.250757,0.395464,186455,16,493.0
electricity,96,no_env,2024,0.167905,0.259226,0.409762,186133,15,632.1
electricity,96,no_env,99,0.165694,0.257799,0.407055,186133,14,596.0
electricity,192,patchtst,42,0.177525,0.267021,0.421337,113602,15,246.2
electricity,192,patchtst,7,0.178035,0.267790,0.421942,113602,15,250.5
electricity,192,patchtst,2023,0.177497,0.266119,0.421303,113602,15,255.5
electricity,192,full_v2,123,0.174249,0.264397,0.417431,223415,16,585.4
electricity,192,full_v2,13,0.173727,0.263860,0.416806,223415,17,575.3
electricity,192,full_v2,31,0.180014,0.267649,0.424281,223415,16,540.3
electricity,192,full_v2_fixed,2024,0.171638,0.262292,0.414293,223415,16,543.8
electricity,192,full_v2_fixed,99,0.167553,0.259931,0.409332,223415,15,539.1
electricity,192,no_gate,42,0.176644,0.266756,0.420291,120003,13,233.2
electricity,192,no_gate,7,0.176787,0.268637,0.420461,120003,14,266.7
electricity,192,no_gate,2023,0.176068,0.267564,0.419605,120003,14,250.0
electricity,192,gate_prior_only,123,0.172447,0.263225,0.415267,223415,15,487.6
electricity,192,gate_prior_only,13,0.171342,0.264329,0.413935,223415,14,453.4
electricity,192,gate_prior_only,31,0.173055,0.264839,0.415999,223415,14,475.9
electricity,192,no_env,2024,0.174904,0.266161,0.418215,223093,14,651.2
electricity,192,no_env,99,0.173418,0.264094,0.416435,223093,14,613.2
traffic,96,patchtst,42,0.543644,0.334297,0.737322,30556,30,608.3
traffic,96,patchtst,7,0.555124,0.351052,0.745067,30556,20,410.6
traffic,96,patchtst,2023,0.551393,0.349113,0.742558,30556,30,617.1
traffic,96,full_v2,123,0.509526,0.354235,0.713811,776177,16,1489.1
traffic,96,full_v2,13,0.506538,0.348407,0.711715,776177,17,1576.3
traffic,96,full_v2,31,0.497275,0.346839,0.705177,776177,18,1677.4
traffic,96,full_v2_fixed,2024,0.499347,0.337635,0.706645,776177,20,1859.1
traffic,96,full_v2_fixed,99,0.497159,0.339424,0.705095,776177,21,1957.5
traffic,96,no_gate,42,0.523671,0.347452,0.723651,32221,25,643.8
traffic,96,no_gate,7,0.535444,0.359275,0.731741,32221,16,414.9
traffic,96,no_gate,2023,0.534417,0.355365,0.731038,32221,17,442.2
traffic,96,gate_prior_only,123,0.510804,0.343807,0.714706,776177,17,1522.8
traffic,96,gate_prior_only,13,0.502687,0.340313,0.709004,776177,19,1700.1
traffic,96,gate_prior_only,31,0.511178,0.349825,0.714967,776177,15,1343.9
traffic,96,no_env,99,0.530257,0.346192,0.728188,775314,18,2713.0
traffic,192,patchtst,42,0.544877,0.350204,0.738158,49084,17,379.0
traffic,192,patchtst,7,0.546601,0.347920,0.739325,49084,15,336.8
traffic,192,patchtst,2023,0.543227,0.338375,0.737039,49084,29,633.9
traffic,192,full_v2,123,0.497939,0.332697,0.705648,794705,22,2041.2
traffic,192,full_v2,13,0.503421,0.336367,0.709521,794705,19,1776.2
traffic,192,full_v2,31,0.500443,0.339358,0.707420,794705,17,1588.0
traffic,192,full_v2_fixed,2024,0.509218,0.337078,0.713595,794705,20,1868.6
traffic,192,full_v2_fixed,99,0.512023,0.341610,0.715558,794705,18,1684.7
traffic,192,no_gate,42,0.531642,0.348025,0.729138,50749,16,438.9
traffic,192,no_gate,7,0.531067,0.348388,0.728743,50749,20,543.0
traffic,192,no_gate,2023,0.528103,0.342207,0.726707,50749,19,517.0
traffic,192,gate_prior_only,123,0.515693,0.344018,0.718118,794705,17,1531.8
traffic,192,gate_prior_only,13,0.506121,0.337552,0.711422,794705,19,1707.0
traffic,192,gate_prior_only,31,0.520955,0.351455,0.721772,794705,15,1354.5
traffic,192,no_env,2024,0.525059,0.344117,0.724610,793842,19,2853.3
