dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
weather,96,capacity_match,123,0.151103,0.195793,0.388720,251224,31,1178.6
weather,96,capacity_match,7,0.148381,0.194565,0.385203,251224,28,997.8
weather,96,capacity_match,99,0.147575,0.194889,0.384155,251224,23,920.7
weather,96,capacity_match,31,0.147652,0.193134,0.384255,251224,23,1125.9
weather,192,capacity_match,123,0.193543,0.235812,0.439935,325048,18,1169.2
weather,192,capacity_match,7,0.192550,0.233201,0.438805,325048,18,1278.8
weather,192,capacity_match,99,0.194638,0.236655,0.441178,325048,16,1115.8
weather,192,capacity_match,31,0.193312,0.235944,0.439673,325048,22,1407.9
weather,336,capacity_match,123,0.220775,0.261592,0.469867,1082824,12,570.1
weather,336,capacity_match,7,0.225309,0.266868,0.474667,1082824,13,545.6
weather,336,capacity_match,99,0.225126,0.264989,0.474475,1082824,12,354.9
weather,336,capacity_match,31,0.225312,0.265772,0.474670,1082824,12,282.5
electricity,96,capacity_match,2024,0.160465,0.253861,0.400580,186404,15,795.2
electricity,96,capacity_match,99,0.159406,0.251889,0.399257,186404,15,787.0
electricity,192,capacity_match,42,0.171913,0.262785,0.414624,223364,15,795.9
electricity,192,capacity_match,7,0.171998,0.262814,0.414726,223364,14,744.0
electricity,192,capacity_match,2023,0.173994,0.265546,0.417126,223364,14,737.5
