dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
electricity,192,capacity_match,123,0.172835,0.264435,0.415734,223364,14,429.1
electricity,192,capacity_match,13,0.178261,0.269763,0.422210,223364,16,487.5
