dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
syn_ood,96,full_v2_fixed,42,0.328382,0.400861,0.573046,250841,1,55.9
syn_ood,192,full_v2_fixed,42,0.348414,0.424039,0.590266,324665,1,73.8
