dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
syn_ood,96,full_v2_fixed,42,0.329706,0.397045,0.574200,250841,17,149.7
syn_ood,96,full_v2_fixed,7,0.314031,0.383756,0.560384,250841,15,134.3
syn_ood,96,full_v2_fixed,2023,0.377063,0.430315,0.614055,250841,19,184.7
syn_ood,192,full_v2_fixed,123,0.363300,0.428454,0.602744,324665,21,597.8
syn_ood,192,full_v2_fixed,13,0.322156,0.389079,0.567588,324665,19,469.1
syn_ood,192,full_v2_fixed,31,0.315836,0.368593,0.561993,324665,13,291.0
