dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
traffic,96,no_env,42,0.527135,0.345745,0.726041,775314,19,11704.7
traffic,96,no_env,123,0.528894,0.357957,0.727251,775314,16,2577.9
traffic,96,no_env,2024,0.539899,0.358038,0.734778,775314,15,2334.7
traffic,96,no_env,7,0.525771,0.347696,0.725101,775314,21,3260.5
traffic,96,no_env,13,0.524971,0.349461,0.724549,775314,24,3724.9
