dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
syn_ood,96,patchtst,42,0.320706,0.387571,0.566309,225646,18,61.5
syn_ood,96,patchtst,2024,0.312499,0.374341,0.559016,225646,20,73.1
syn_ood,96,patchtst,2026,0.294600,0.353047,0.542771,225646,17,65.7
syn_ood,96,patchtst,2028,0.279675,0.342954,0.528843,225646,19,72.8
syn_ood,96,full_v2,42,0.326612,0.395845,0.571500,250841,14,84.8
syn_ood,96,full_v2,2024,0.316750,0.384421,0.562806,250841,14,81.1
syn_ood,96,full_v2,2026,0.299440,0.357317,0.547211,250841,16,92.5
syn_ood,96,full_v2,2028,0.281475,0.346271,0.530542,250841,14,80.2
syn_ood,96,capacity_match,42,0.329440,0.397618,0.573968,250790,16,70.5
syn_ood,96,capacity_match,2024,0.316403,0.377137,0.562497,250790,18,78.7
syn_ood,96,capacity_match,2026,0.297659,0.354533,0.545581,250790,18,78.0
syn_ood,96,capacity_match,2028,0.282025,0.344251,0.531060,250790,16,69.9
syn_ood,96,gate_prior_only,42,0.324229,0.389722,0.569411,250841,17,83.3
syn_ood,96,gate_prior_only,2024,0.316001,0.382484,0.562140,250841,15,74.9
syn_ood,96,gate_prior_only,2026,0.298357,0.355083,0.546221,250841,17,79.7
syn_ood,96,gate_prior_only,2028,0.281013,0.343724,0.530107,250841,16,75.4
syn_ood,96,no_env,42,0.316108,0.385700,0.562235,250833,18,83.3
syn_ood,96,no_env,2024,0.313808,0.377541,0.560186,250833,17,81.3
syn_ood,96,no_env,2026,0.300087,0.359188,0.547802,250833,16,77.1
syn_ood,96,no_env,2028,0.280931,0.344363,0.530029,250833,14,65.6
syn_ood,192,patchtst,42,0.340658,0.412173,0.583659,299470,18,62.4
syn_ood,192,patchtst,2024,0.323421,0.392921,0.568701,299470,18,60.5
syn_ood,192,patchtst,2026,0.305950,0.367493,0.553128,299470,23,79.4
syn_ood,192,patchtst,2028,0.297140,0.364839,0.545106,299470,21,74.9
syn_ood,192,full_v2,42,0.345075,0.415561,0.587431,324665,17,98.0
syn_ood,192,full_v2,2024,0.327454,0.398146,0.572236,324665,16,91.6
syn_ood,192,full_v2,2026,0.311378,0.374064,0.558012,324665,17,97.0
syn_ood,192,full_v2,2028,0.297381,0.367402,0.545327,324665,15,84.5
syn_ood,192,capacity_match,42,0.345392,0.418203,0.587701,324614,16,69.9
syn_ood,192,capacity_match,2024,0.327483,0.396734,0.572261,324614,18,77.8
syn_ood,192,capacity_match,2026,0.309933,0.372503,0.556716,324614,18,78.3
syn_ood,192,capacity_match,2028,0.298617,0.367624,0.546458,324614,16,71.8
syn_ood,192,gate_prior_only,42,0.346917,0.417312,0.588997,324665,18,88.4
syn_ood,192,gate_prior_only,2024,0.327021,0.399150,0.571858,324665,15,74.3
syn_ood,192,gate_prior_only,2026,0.309448,0.374347,0.556281,324665,15,73.5
syn_ood,192,gate_prior_only,2028,0.296503,0.364265,0.544521,324665,15,72.9
syn_ood,192,no_env,42,0.343096,0.415084,0.585744,324657,19,85.6
syn_ood,192,no_env,2024,0.327712,0.399849,0.572461,324657,14,64.6
syn_ood,192,no_env,2026,0.309152,0.372159,0.556014,324657,16,73.7
syn_ood,192,no_env,2028,0.298061,0.364591,0.545949,324657,19,86.2
syn_ood_noise,96,patchtst,42,0.592408,0.555211,0.769681,225646,17,57.4
syn_ood_noise,96,patchtst,2024,0.571430,0.537236,0.755930,225646,17,58.3
syn_ood_noise,96,patchtst,2026,0.550072,0.511706,0.741668,225646,16,55.5
syn_ood_noise,96,patchtst,2028,0.533237,0.501523,0.730231,225646,17,57.2
syn_ood_noise,96,full_v2,42,0.588117,0.555659,0.766888,250841,15,77.1
syn_ood_noise,96,full_v2,2024,0.581890,0.538727,0.762817,250841,20,100.3
syn_ood_noise,96,full_v2,2026,0.553748,0.511916,0.744142,250841,17,83.0
syn_ood_noise,96,full_v2,2028,0.527380,0.497650,0.726209,250841,15,60.3
syn_ood_noise,96,capacity_match,42,0.584985,0.549980,0.764843,250790,17,53.2
syn_ood_noise,96,capacity_match,2024,0.577223,0.542422,0.759752,250790,14,44.7
syn_ood_noise,96,capacity_match,2026,0.548958,0.510363,0.740917,250790,16,48.9
syn_ood_noise,96,capacity_match,2028,0.525879,0.497552,0.725175,250790,14,44.5
syn_ood_noise,96,gate_prior_only,42,0.580073,0.549838,0.761626,250841,16,55.9
syn_ood_noise,96,gate_prior_only,2024,0.582040,0.542479,0.762915,250841,16,56.2
syn_ood_noise,96,gate_prior_only,2026,0.545253,0.512394,0.738412,250841,12,43.8
syn_ood_noise,96,gate_prior_only,2028,0.531902,0.500124,0.729316,250841,14,50.6
syn_ood_noise,96,no_env,42,0.578444,0.547138,0.760555,250833,17,57.9
syn_ood_noise,96,no_env,2024,0.578544,0.540632,0.760621,250833,18,60.1
syn_ood_noise,96,no_env,2026,0.550881,0.513980,0.742213,250833,15,50.6
syn_ood_noise,96,no_env,2028,0.525094,0.497645,0.724634,250833,14,48.0
syn_ood_noise,192,patchtst,42,0.619511,0.581376,0.787090,299470,18,46.5
syn_ood_noise,192,patchtst,2024,0.577925,0.550540,0.760214,299470,18,46.1
syn_ood_noise,192,patchtst,2026,0.563831,0.525969,0.750887,299470,18,46.4
syn_ood_noise,192,patchtst,2028,0.572295,0.529397,0.756502,299470,16,38.4
syn_ood_noise,192,full_v2,42,0.606615,0.575146,0.778855,324665,18,65.6
syn_ood_noise,192,full_v2,2024,0.589363,0.553587,0.767700,324665,21,76.5
syn_ood_noise,192,full_v2,2026,0.569208,0.528792,0.754459,324665,15,54.8
syn_ood_noise,192,full_v2,2028,0.534352,0.513439,0.730994,324665,15,55.0
syn_ood_noise,192,capacity_match,42,0.607292,0.577005,0.779289,324614,16,47.4
syn_ood_noise,192,capacity_match,2024,0.580631,0.554368,0.761992,324614,14,41.8
syn_ood_noise,192,capacity_match,2026,0.576228,0.529033,0.759097,324614,17,57.1
syn_ood_noise,192,capacity_match,2028,0.545385,0.518213,0.738502,324614,15,60.4
syn_ood_noise,192,gate_prior_only,42,0.609999,0.575479,0.781024,324665,17,71.2
syn_ood_noise,192,gate_prior_only,2024,0.585046,0.554641,0.764883,324665,16,67.8
syn_ood_noise,192,gate_prior_only,2026,0.571695,0.530241,0.756105,324665,14,59.6
syn_ood_noise,192,gate_prior_only,2028,0.566067,0.526778,0.752374,324665,14,59.8
syn_ood_noise,192,no_env,42,0.597977,0.573987,0.773290,324657,18,75.7
syn_ood_noise,192,no_env,2024,0.587276,0.556021,0.766339,324657,17,71.0
syn_ood_noise,192,no_env,2026,0.574023,0.529009,0.757643,324657,18,75.9
syn_ood_noise,192,no_env,2028,0.535826,0.515103,0.732001,324657,12,51.9
