dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
exchange,96,patchtst,42,0.081947,0.201513,0.286264,76016,17,20.1
exchange,96,patchtst,123,0.079620,0.198168,0.282170,76016,14,17.5
exchange,96,patchtst,234,0.078911,0.197289,0.280911,76016,13,18.2
exchange,96,patchtst,345,0.080746,0.199922,0.284158,76016,15,18.3
exchange,96,patchtst,567,0.078441,0.196603,0.280073,76016,12,14.8
exchange,96,patchtst,789,0.080212,0.197795,0.283218,76016,13,18.4
exchange,96,no_gate,234,0.080906,0.201010,0.284440,82417,16,24.7
exchange,96,no_gate,567,0.079828,0.199952,0.282538,82417,14,22.7
exchange,96,full_v2,42,0.078283,0.196318,0.279791,82539,12,29.0
exchange,96,full_v2,345,0.078815,0.196715,0.280741,82539,15,34.7
exchange,96,full_v2,678,0.079887,0.198578,0.282642,82539,15,36.2
exchange,96,learned_gate,123,0.077510,0.195284,0.278406,82488,13,22.3
exchange,96,learned_gate,456,0.081858,0.200290,0.286108,82488,17,28.9
exchange,96,learned_gate,789,0.076981,0.194524,0.277455,82488,13,23.3
exchange,192,patchtst,234,0.172898,0.300076,0.415810,112976,13,18.4
exchange,192,patchtst,567,0.178979,0.303541,0.423059,112976,15,19.9
exchange,192,no_gate,42,0.175387,0.301518,0.418792,119377,13,21.7
exchange,192,no_gate,345,0.171048,0.297970,0.413579,119377,12,20.4
exchange,192,no_gate,678,0.172333,0.299113,0.415130,119377,13,21.2
exchange,192,full_v2,123,0.172154,0.297245,0.414914,119499,14,31.6
exchange,192,full_v2,456,0.170153,0.296375,0.412496,119499,14,32.5
exchange,192,full_v2,789,0.170196,0.296205,0.412548,119499,14,33.1
exchange,192,learned_gate,234,0.173475,0.298396,0.416504,119448,15,25.3
exchange,192,learned_gate,567,0.169879,0.296085,0.412164,119448,14,21.3
weather_ood,96,no_gate,345,0.198535,0.231575,0.445573,250763,22,173.5
weather_ood,96,no_gate,567,0.206041,0.239249,0.453918,250763,25,206.1
weather_ood,96,no_gate,789,0.202596,0.233785,0.450107,250763,22,175.9
weather_ood,96,full_v2,123,0.196387,0.230121,0.443156,251275,24,292.1
weather_ood,96,full_v2,345,0.203903,0.237293,0.451557,251275,35,416.6
weather_ood,96,full_v2,678,0.204289,0.236099,0.451984,251275,32,376.3
weather_ood,96,learned_gate,123,0.195313,0.232212,0.441943,251224,27,205.0
weather_ood,96,learned_gate,456,0.198029,0.234398,0.445005,251224,24,170.9
weather_ood,96,learned_gate,789,0.199655,0.233037,0.446828,251224,27,188.6
weather_ood,192,patchtst,234,0.269323,0.290730,0.518963,299498,50,297.5
weather_ood,192,patchtst,567,0.261730,0.283197,0.511596,299498,30,171.2
weather_ood,192,no_gate,42,0.279594,0.294740,0.528766,324587,32,200.6
weather_ood,192,no_gate,345,0.265800,0.286134,0.515558,324587,21,133.1
weather_ood,192,no_gate,678,0.276806,0.295204,0.526124,324587,27,172.2
weather_ood,192,full_v2,123,0.272644,0.291470,0.522153,325099,26,228.7
weather_ood,192,full_v2,456,0.270879,0.292541,0.520460,325099,27,232.9
weather_ood,192,full_v2,789,0.262957,0.283619,0.512793,325099,24,211.3
weather_ood,192,learned_gate,234,0.267405,0.288455,0.517112,325048,26,175.1
weather_ood,192,learned_gate,567,0.275964,0.296632,0.525323,325048,27,179.1
electricity_ood,96,no_gate,42,0.176964,0.266925,0.420671,83043,17,264.1
electricity_ood,96,no_gate,345,0.177290,0.264180,0.421058,83043,16,249.9
electricity_ood,96,no_gate,678,0.179001,0.266699,0.423085,83043,16,249.0
electricity_ood,96,full_v2,123,0.173613,0.261914,0.416669,186455,15,511.0
electricity_ood,96,full_v2,456,0.178836,0.265127,0.422890,186455,17,611.3
electricity_ood,96,full_v2,789,0.174143,0.263111,0.417304,186455,15,499.8
electricity_ood,96,learned_gate,234,0.175042,0.262831,0.418380,186404,16,360.1
electricity_ood,96,learned_gate,567,0.177349,0.265069,0.421128,186404,16,337.3
electricity_ood,192,patchtst,42,0.195386,0.278820,0.442024,113602,17,204.1
electricity_ood,192,patchtst,345,0.195184,0.280230,0.441796,113602,17,204.8
electricity_ood,192,patchtst,678,0.198463,0.280534,0.445491,113602,16,192.5
electricity_ood,192,no_gate,123,0.192178,0.276839,0.438381,120003,14,185.0
electricity_ood,192,no_gate,456,0.193452,0.279060,0.439832,120003,15,194.8
electricity_ood,192,no_gate,789,0.193341,0.279149,0.439705,120003,15,196.8
electricity_ood,192,full_v2,234,0.195237,0.279458,0.441856,223415,18,491.7
electricity_ood,192,full_v2,567,0.189145,0.274251,0.434908,223415,17,427.4
electricity_ood,192,learned_gate,42,0.189955,0.275305,0.435838,223364,15,340.4
electricity_ood,192,learned_gate,345,0.192265,0.277564,0.438480,223364,14,316.7
electricity_ood,192,learned_gate,678,0.192711,0.276969,0.438988,223364,15,338.5
traffic_ood,96,patchtst,42,0.606959,0.343629,0.779075,30556,30,443.2
traffic_ood,96,patchtst,345,0.620663,0.341287,0.787822,30556,30,442.7
traffic_ood,96,patchtst,678,0.603343,0.341692,0.776752,30556,30,442.2
traffic_ood,96,no_gate,123,0.596244,0.342506,0.772168,32221,30,561.1
traffic_ood,96,no_gate,456,0.586597,0.350418,0.765896,32221,30,547.3
traffic_ood,96,no_gate,789,0.573325,0.342853,0.757182,32221,30,564.6
traffic_ood,96,full_v2,234,0.583755,0.347863,0.764039,776177,23,1631.6
traffic_ood,96,full_v2,567,0.562335,0.331873,0.749890,776177,20,1416.5
traffic_ood,96,learned_gate,42,0.574688,0.342804,0.758082,776126,29,1707.1
traffic_ood,96,learned_gate,345,0.566019,0.347923,0.752342,776126,30,1763.3
traffic_ood,96,learned_gate,678,0.566600,0.340383,0.752728,776126,30,1765.7
traffic_ood,192,patchtst,123,0.594981,0.334643,0.771350,49084,22,355.1
traffic_ood,192,patchtst,456,0.591786,0.334519,0.769276,49084,30,474.6
traffic_ood,192,patchtst,789,0.597089,0.328586,0.772715,49084,30,473.1
traffic_ood,192,no_gate,234,0.567443,0.332853,0.753288,50749,28,541.1
traffic_ood,192,no_gate,567,0.572472,0.343310,0.756619,50749,28,541.8
traffic_ood,192,full_v2,42,0.555259,0.339284,0.745157,794705,28,1973.1
traffic_ood,192,full_v2,345,0.550120,0.331911,0.741701,794705,27,1910.4
traffic_ood,192,full_v2,678,0.544084,0.328992,0.737620,794705,30,2113.8
traffic_ood,192,learned_gate,123,0.560439,0.330151,0.748624,794654,30,1773.3
traffic_ood,192,learned_gate,456,0.570412,0.336198,0.755256,794654,26,1539.1
traffic_ood,192,learned_gate,789,0.571910,0.346960,0.756247,794654,15,905.2
