dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
electricity_ood,192,no_gate,234,0.192662,0.277067,0.438933,120003,15,254.5
electricity_ood,192,no_gate,567,0.191221,0.275406,0.437289,120003,16,259.2
electricity_ood,192,full_v2,42,0.191223,0.275579,0.437290,223415,17,576.0
electricity_ood,192,full_v2,345,0.190888,0.276129,0.436908,223415,16,574.2
electricity_ood,192,full_v2,678,0.192051,0.276307,0.438236,223415,17,646.7
electricity_ood,192,learned_gate,123,0.185828,0.271277,0.431078,223364,16,449.1
electricity_ood,192,learned_gate,456,0.190551,0.275441,0.436521,223364,16,450.1
electricity_ood,192,learned_gate,789,0.188914,0.274135,0.434642,223364,15,464.9
traffic_ood,96,patchtst,123,0.611525,0.340548,0.782001,30556,30,612.0
traffic_ood,96,patchtst,456,0.619011,0.339818,0.786773,30556,30,480.9
traffic_ood,96,patchtst,789,0.605153,0.347491,0.777916,30556,22,333.8
traffic_ood,96,no_gate,234,0.595461,0.361073,0.771661,32221,30,548.1
traffic_ood,96,no_gate,567,0.593099,0.353678,0.770129,32221,28,529.9
traffic_ood,96,full_v2,42,0.572517,0.356846,0.756648,776177,30,2108.9
traffic_ood,96,full_v2,345,0.583129,0.336034,0.763629,776177,24,1705.4
traffic_ood,96,full_v2,678,0.592175,0.354321,0.769529,776177,30,2107.5
traffic_ood,96,learned_gate,123,0.559292,0.337738,0.747858,776126,23,1360.2
traffic_ood,96,learned_gate,456,0.572945,0.338329,0.756931,776126,26,1530.2
traffic_ood,96,learned_gate,789,0.554359,0.327060,0.744553,776126,25,1471.7
traffic_ood,192,patchtst,234,0.594851,0.344761,0.771266,49084,21,336.0
traffic_ood,192,patchtst,567,0.595673,0.327911,0.771799,49084,30,468.1
traffic_ood,192,no_gate,42,0.573076,0.334242,0.757018,50749,23,445.9
traffic_ood,192,no_gate,345,0.575396,0.337528,0.758548,50749,22,427.8
traffic_ood,192,no_gate,678,0.574946,0.344741,0.758252,50749,30,572.1
traffic_ood,192,full_v2,123,0.536725,0.327102,0.732615,794705,30,2114.7
traffic_ood,192,full_v2,456,0.546208,0.321698,0.739059,794705,30,2111.6
traffic_ood,192,full_v2,789,0.544682,0.332973,0.738026,794705,30,2112.9
traffic_ood,192,learned_gate,234,0.565589,0.329627,0.752057,794654,23,1366.7
traffic_ood,192,learned_gate,567,0.560757,0.327658,0.748837,794654,23,1357.5
