dataset,pred_len,variant,seed,mse,mae,rmse,params,epochs,time
traffic,96,patchtst,2024,0.549077,0.344263,0.740997,30556,22,728.3
traffic,96,patchtst,99,0.557945,0.353765,0.746957,30556,20,416.4
traffic,96,full_v2,42,0.490452,0.335552,0.700323,776177,25,2510.0
traffic,96,full_v2,7,0.524892,0.354613,0.724494,776177,17,1765.7
traffic,96,full_v2,2023,0.503006,0.333785,0.709229,776177,19,2273.9
traffic,96,full_v2_fixed,123,0.496613,0.342368,0.704707,776177,19,2064.1
traffic,96,full_v2_fixed,13,0.504601,0.328702,0.710353,776177,21,2123.3
traffic,96,full_v2_fixed,31,0.488194,0.332410,0.698709,776177,20,2023.7
traffic,96,capacity_match,2024,0.519407,0.353603,0.720699,776126,15,1267.9
traffic,96,capacity_match,99,0.510870,0.340606,0.714752,776126,17,1445.5
traffic,96,gate_prior_only,42,0.505084,0.340299,0.710692,776177,21,2050.0
traffic,96,gate_prior_only,7,0.508081,0.337551,0.712798,776177,25,2441.4
traffic,96,gate_prior_only,2023,0.516636,0.350598,0.718774,776177,23,2232.5
traffic,192,patchtst,2024,0.538749,0.335882,0.733995,49084,25,548.9
traffic,192,patchtst,99,0.544641,0.342422,0.737998,49084,20,438.1
traffic,192,full_v2,42,0.511800,0.350484,0.715402,794705,19,1926.8
traffic,192,full_v2,7,0.503740,0.336078,0.709746,794705,27,2719.7
traffic,192,full_v2,2023,0.512239,0.343633,0.715709,794705,22,2230.5
traffic,192,full_v2_fixed,123,0.502974,0.337675,0.709206,794705,18,2587.9
traffic,192,full_v2_fixed,13,0.500296,0.329237,0.707316,794705,22,3681.9
traffic,192,full_v2_fixed,31,0.512082,0.349523,0.715599,794705,17,1816.1
traffic,192,capacity_match,2024,0.528613,0.350168,0.727057,794654,15,1336.4
traffic,192,capacity_match,99,0.526883,0.349721,0.725867,794654,17,1516.5
traffic,192,gate_prior_only,42,0.519327,0.351630,0.720644,794705,16,1642.7
traffic,192,gate_prior_only,7,0.524744,0.344183,0.724392,794705,17,1746.5
traffic,192,gate_prior_only,2023,0.527342,0.352844,0.726183,794705,14,1436.9
